Game/FinalRateNormal1;Text;;Yerba does not have any major disadvantages, but there are no major advantages too, yerba like yerba.;Yerba w sumie nie ma jaki? wi?kszych wad, ale nie ma te? wi?kszych zalet, yerba jak yerba.;La yerba no tiene ninguna desventaja , pero tanto hay ninguna ventaja, yerba como yerba.;
Game/Fruits;Text;;Fruits;Owoce;Frutas;
Game/GameLoaded;Text;Don’t touch colors tag;The Game Has Been Loaded;Gra Zosta?a Wczytana;El Juego Ha Sido Cargado;
Game/GameSaved;Text;Don’t touch colors tag;The Game Has Been Saved;Gra Zosta?a Zapisana;El Juego Ha Sido Guardado;
Game/Herbs;Text;;Herbs;Zio?a;Hierbas;
Game/HighQuality;Text;;High;Wysoka;Alta;
Game/Income;Text;;Income;Dochód;Ingresos;
Game/ItIsAJoke;Text;;Is This A Joke?;To Jaki? ?art?;Es una broma?;
Game/Load;Text;;Load;Wczytaj;Carga;Carga
Game/LowQuality;Text;;Low;Niska;Baja;
Game/MediumQuality;Text;;Average;?rednia;Media;
Game/Men;Text;;Men;M??czy?ni;Hombres;
Game/Number;Text;;Number;Liczba;Numero;
Game/Ok;Text;;OK;OK;OK;OK
Game/Other;Text;;Other;Inne;Otros;
Game/PackageQuality;Text;;Packaging Quality;Jako?? Opakowania;Calidad de empaquetado;
Game/PackageType;Text;;Package Type;Rodzaj Opakowania;Tipo de empaquetado;
Game/PremiumQuality;Text;;Premium;Premium;Premium;Prêmio
Game/Price;Text;;Price;Cena;Precio;Preço
Game/ProductReady;Text;;Finished;;Terminado;
"Product""";Produkt;;;;;
"Gotowy""";;;;;;
Game/Rate;Text;;Rate;Ocena;Puntuación;
Game/RateBad0;Text;;Homeless feets smells better;Stopy kloszarda pachn? lepiej;Los pies de un indigente huelen mejor;
Game/RateBad1;Text;;No comment;Bez komentarza;Sin comentarios;
Game/RateBad2;Text;;Shame, disgrace, failure;Wstyd, ha?ba, pora?ka;Vergüenza, desgracia, fracaso;
Game/RateBad3;Text;;I would not give it to a dog;Nie da?bym tego nawet psu;No se lo daria a un perro;
Game/RateBad4;Text;;My urine tastes better;Mój mocz smakuje lepiej;Mi orina sabe mejor;
Game/RateBad5;Text;;This is some failure;To jest jaka? pora?ka;Esto es un fracaso;
Game/RateBad6;Text;;Mercy!!!;Lito?ci!!!;Piedad!!!;
Game/RateGood0;Text;;Classic;Klasyka;Clasico;
Game/RateGood1;Text;;Something new;Co? nowego;Algo nuevo;
Game/RateGood2;Text;;The taste caresses taste buds;Smak pie?ci kubki smakowe;El gusto no tiene papilas gustativas;
Game/RateGood3;Text;;Interesting connection;Ciekawe po??czenie;Interesante conexión;
Game/RateGood4;Text;;Unique;Unikat;Unico;
Game/RateGood5;Text;;A good balance of flavors;Dobry balans smaków;Un buen balance de sabores;
Game/RateNormal0;Text;;Nothing special;Nic specjalnego;Nada especial;
Game/RateNormal1;Text;;I do not recommend or advise against;Nie polecam ani nie odradzam;No la recomiendo ni desaconsejo;
Game/RateNormal2;Text;;Could be better;Mog?o by? lepiej;Podria ser mejor;
Game/RateNormal3;Text;;You are capable of more;Sta? Was na wi?cej;Eres capaz de más;
Game/RateNormal4;Text;;I was expecting something more;Spodziewa?em si? czego? wi?cej;Estaba esperando algo más;
Game/RateNormal5;Text;;Okay, but do not do more;Dobra, ale wi?cej nie róbcie;Está bien, pero no hagas más;
Game/Refreshment;Text;;Refreshment;Orze?wienie;Refresco;Refresco
Game/ReviewAdditiveRate0;Text;;is a poorly balanced additive here;jest tutaj ?le zbalansowanym dodatkiem;esto es un pobre balance de aditivos;
Game/ReviewAdditiveRate1;Text;;is a well-balanced additive here;jest tutaj dobrze zbalansowanym dodatkiem;esto es un buen balance de aditivos;
Game/ReviewAdditiveRepeat;Text;;it is a pity that the company has recently released yerba with similar additives;szkoda, ?e firma niedawno wypu?ci?a ju? yerbe z podobnymi dodatkami;es una lastima que la compania haya sacado una yerba con aditivos similares;
Game/ReviewApperanceFocus0;Text;;yerba appearance is some grim joke;wygl?d yerby jest jakimi? ponurym ?artem;la apariencia de la yerba es una terrible broma;
Game/ReviewApperanceFocus1;Text;;yerba looks great;yerba prezentuje si? znakomicie;la yerba se ve muy bien;
Game/ReviewAromaFocus0;Text;;the aroma is not properly balanced;aromat nie jest odpowiednio zbalansowany;el aroma no esta apropiadamente balanceado;
Game/ReviewAromaFocus1;Text;;the aroma is very pleasant;aromat jest bardzo przyjemny;el aroma es muy placentero;
Game/ReviewPopularAdditive;Text;;A popular additive has been selected, it will definitely increase sales;dobrano popularny dodatek, to na pewno zwi?kszy sprzeda?;Un aditivo popular ha sido seleccionado, definitavemente aumentara las ventas;
Game/ReviewRefreshmentAndStimulationBalance0;Text;;Bad balance of stimulation/refreshment;Z?y balans pobudzenia/orze?wienia;Mal balance de estimulación/refrescamiento;
Game/ReviewRefreshmentAndStimulationBalance1;Text;;Good balance of stimulation/refreshment;Dobry balans pobudzenia/orze?wienia;Buen balance de estimulación/refrescamiento;
Game/ReviewRefreshmentAndStimulationBalance2;Text;;Fantastic balance of stimulation/refreshment;Fantastyczny balans pobudzenia/orze?wienia;Fantastico balance de estimulación/refrescamiento;
Game/ReviewStimulationAndRefreshmentFocus0;Text;;not enough attention was given to refreshment;za ma?o uwagi po?wi?cono orze?wieniu;no se le ha dado suficiente atención al refrescamiento;
Game/ReviewStimulationAndRefreshmentFocus1;Text;;not enough attention was given to stimulation;za ma?o uwagi po?wi?cono pobudzeniu;no se le ha dado suficiente atención a la estimulación;
Game/ReviewStimulationAndRefreshmentFocus2;Text;;not enough attention was given to refreshment/stimulation;za ma?o uwagi po?wi?cono orze?wieniu/pobudzeniu;no se le ha dado suficiente atención al refrescamiento/estimulación;
Game/ReviewStimulationAndRefreshmentFocus3;Text;;refreshment and stimulation is not too low;orze?wienie i pobudzenie nie jest zbyt niskie;refrecamiento y estimulación no son muy bajos;
Game/ReviewTasteFocus0;Text;;taste is not a strong element of this yerba;smak nie jest mocnym elementem tej yerby;el gusto no es un elemento fuerte de esta yerba;
Game/ReviewTasteFocus1;Text;;the infusion taste is unique;smak naparu jest wyj?tkowy;el gusto de esta infusión es unico;
Game/Sales;Text;;Units Sold;Sprzedane Opakowania;Unidades Vendidas;
Game/Save;Text;;Save;Zapisz;Guardar;Salvar
Game/SaveName;Text;Don’t touch the things in {[]};Save {[SaveNumber]}[i2p_Zero]Save {[SaveNumber]}[i2p_One]Save {[SaveNumber]};Zapis {[SaveNumber]};;
Game/Send;Text;;Send;Wy?lij;Enviar;
Game/Sort;Text;;Sorting:;Sortowanie:;Ordenar:;
Game/SortByName;Text;;Name;Nazwa;Nombre;
Game/SortByTax;Text;;Taxes;Podatki;Impuestos;
Game/SortByYerbaPopularity;Text;;Popularity Of Yerba;Popularno?? Yerby;Popularidad de la Yerba;
Game/Stimulation;Text;;Stimulation;Pobudzenie;Estímulación;Estimulação
Game/TakeALoan;Text;;Take A Loan;Bierz Po?yczk?;Tomar un prestamo;
Game/TargetGroup;Text;;Target Group;Grupa Docelowa;Grupo Objetivo;
Game/Taste;Text;;Taste;Smak;Gusto;Gosto
Game/Vegetables;Text;;Vegetables;Warzywa;Vegetales;
Game/WasteOfTime;Text;;Waste Of Time;Strata Czasu;Perdida de Tiempo;
Game/Women;Text;;Women;Kobiety;Mujeres;Mulheres
Game/YerbaCreationPhase;Text;;Yerba Creation Phase {[Phase]};Tworzenie Yerby Faza {[Phase]};Fase de Creación de la Yeba;
Game/YerbaCreationQuality;Text;;Yerba Quality;Jako?? Yerby;Calidad de la Yerba;
Game/YerbaMate;Text;;Yerba Mate;Yerba Mate;Yerba Mate;
Game/YerbaMateName;Text;;Name;Nazwa;Nombre;Nome
Game/YerbaMateNames;Text;X Don't Translate this one;Nobliza Gauch,Umanda,Patarito,Tardui,Selucta,CBSd,Rosmunte,Gurnani,Yaduar,Virude Mate,Kurti,Campesno,La Hojda,Cruz We Nalta,Pitore,Codon,Canris,Indiga,Urnion,Traus,Sul Mate,Jerdovia,La Herced,CachMate,La Trubia,Mate Grin,Itrambey,Play Pito,Tacuy,El Tajaro,Guryakí,Baraoo,Laranjeira,Sincerida,Frede Rito,Meta Mate,Aragana,Ruvich,Caubona,Mate Nativ;Nobliza Gauch,Umanda,Patarito,Tardui,Selucta,CBSd,Rosmunte,Gurnani,Yaduar,Virude Mate,Kurti,Campesno,La Hojda,Cruz We Nalta,Pitore,Codon,Canris,Indiga,Urnion,Traus,Sul Mate,Jerdovia,La Herced,CachMate,La Trubia,Mate Grin,Itrambey,Play Pito,Tacuy,El Tajaro,Guryakí,Baraoo,Laranjeira,Sincerida,Frede Rito,Meta Mate,Aragana,Ruvich,Caubona,Mate Nativ;Nobliza Gauch,Umanda,Patarito,Tardui,Selucta,CBSd,Rosmunte,Gurnani,Yaduar,Virude Mate,Kurti,Campesno,La Hojda,Cruz We Nalta,Pitore,Codon,Canris,Indiga,Urnion,Traus,Sul Mate,Jerdovia,La Herced,CachMate,La Trubia,Mate Grin,Itrambey,Play Pito,Tacuy,El Tajaro,Guryakí,Baraoo,Laranjeira,Sincerida,Frede Rito,Meta Mate,Aragana,Ruvich,Caubona,Mate Nativ;Nobliza Gauch,Umanda,Patarito,Tardui,Selucta,CBSd,Rosmunte,Gurnani,Yaduar,Virude Mate,Kurti,Campesno,La Hojda,Cruz We Nalta,Pitore,Codon,Canris,Indiga,Urnion,Traus,Sul Mate,Jerdovia,La Herced,CachMate,La Trubia,Mate Grin,Itrambey,Play Pito,Tacuy,El Tajaro,Guryakí,Baraoo,Laranjeira,Sincerida,Frede Rito,Meta Mate,Aragana,Ruvich,Caubona,Mate Nativ
Game/YerbaPrepare;Text;;Preparation;Przyrz?dzanie;Preparación;
GameStart/Argentina;Text;;Argentina;Argentyna;Argentina;Argentino
GameStart/Brazil;Text;;Brazil;Brazylia;Brasil;
GameStart/Canada;Text;;Canada;Kanada;Canada;
GameStart/CeoAge;Text;;CEO Age;Wiek Szefa;Edad de CEO;
GameStart/CeoAvatar;Text;;CEO Avatar;Awatar Szefa;Avatar de CEO;
GameStart/CeoName;Text;;CEO Name;Imi? Szefa;Nombre de CEO;
GameStart/CeoPersonality0;Text;;Talented;Utalentowany;Talentoso;
GameStart/CeoPersonality1;Text;;Hard-Working;Ci??ko Pracuj?cy;Trabajador;
GameStart/CeoPersonalityMainName;Text;;CEO Personality;Osobowo?? Szefa;Personalidad de CEO;
GameStart/CeoSpecialization0;Text;Don’t touch colors tag;The CEO of your company is a real miser. <color=#ccff7d>+$15k money for start</color>;Szef twojej firmy to prawdziwy dusigrosz. <color=#ccff7d>+$15k pieni?dzy na start</color>;El CEO de tu compania es tremendo miserable. <color=#ccff7d>+$15k dinero para el inicio</color>;
GameStart/CeoSpecialization1;Text;Don’t touch colors tag;The CEO of your company is a true leader. <color=#ccff7d>You can hire more people</color>;Szef twojej firmy to prawdziwy przywódca. <color=#ccff7d>Mo?esz zatrudnia? wi?ksz? liczb? pracowników</color>;El CEO de tu compania es un verdadero lider. <color=#ccff7d>Puedes emplear más personas</color>;
GameStart/CeoSpecialization2;Text;Don’t touch colors tag;The CEO of your company has a nose for business. <color=#ccff7d>Banks are more willing to give you credit + you have better credit terms.</color>;Szef twojej firmy ma nosa do interesów. <color=#ccff7d>Banki ch?tniej udzielaj? Ci kredytów + masz lepsze warunki kredytowania</color>;El CEO de tu compania tiene olfato para los negocios. <color=#ccff7d>Los bancos estan más dispuestos a darte prestamos + tienes mejores terminos de prestamos.</color>;
GameStart/CeoSpecializationMainName;Text;;CEO Specialization;Specjalizacja Szefa;Especialización del CEO;
GameStart/CheatModeOff;Text;;Cheat Mode Off;Tryb Oszustwa Wy??czony;Trucos apagados;
GameStart/CheatModeOn;Text;;Cheat Mode On;Tryb Oszustwa W??czony;Trucos encendidos;
GameStart/Chile;Text;;Chile;Chile;Chile;
GameStart/China;Text;;China;Chiny;China;China
GameStart/Chose;Text;;Choose;Wybierz;Escoger;Escolher
GameStart/Close;Text;;Close;Zamknij;Cerrar;Fechar
GameStart/ColdYerba;Text;;Cold (terere);Zimna (terere);Frio (tereré);
GameStart/CompanyLocation;Text;;Company Location;Lokalizacja Firmy;Localización de la Compania;
GameStart/CompanyLogo;Text;;Company Logo;Logo Firmy;Logo de la Compania;
GameStart/CompanyName;Text;;Company Name;Nazwa Firmy;Nombre de la Compania;
GameStart/CountryWillBeLowered;Text;;Will Decrease;Zmaleje;Va a Disminuir;
GameStart/CountryWillRaise;Text;;Will Raise;Wzro?nie;Va a Aumentar;
GameStart/CountryWillRaiseFast;Text;;Will Raise Quickly;B?dzie Szybko Rosn??;Va a aumentar rapidamente;
GameStart/CountryWillRaiseSlow;Text;;Will Slowly Raise;B?dzie Wolno Rosn??;Va a aumentar lentamente;
GameStart/CountryWorkersSalary;Text;;Employees Salaries:;Pensje Pracowników:;Salarios de los empleados:;
GameStart/DifficultyMainName;Text;;Difficulty;Poziom Trudno?ci;Dificultad;Dificuldade
GameStart/EasyDifficulty;Text;;Easy;?atwy;Fácil;Fácil
GameStart/EducationLevel;Text;;Education Level:;Poziom Edukacji:;Nivel de educación:;
GameStart/France;Text;;France;Francja;Francia;
GameStart/Germany;Text;;Germany;Niemcy;Alemania;
GameStart/HardDifficulty;Text;;Hard;Trudny;Difícil;Difícil
GameStart/High;Text;Don’t touch colors tag;<style=Positive>High</style>;<style=Positive>Wysoka</style>;<style=Positive>Alto</style>;
GameStart/HotYerba;Text;;Warm;Ciep?a;Calido;
GameStart/India;Text;;India;Indie;India;
GameStart/Italy;Text;;Italy;W?ochy;Italia;
GameStart/Japan;Text;;Japan;Japonia;Japón;
GameStart/Lebanon;Text;;Lebanon;Libia;Libano;
GameStart/LegendaryDifficulty;Text;;Legendary;Legendarny;Legendario;Lendário
GameStart/Low;Text;Don’t touch colors tag;<style=Negative>Low</style>;<style=Negative>Niska</style>;<style=Negative>Bajo</style>;
GameStart/Medium;Text;Don’t touch colors tag;<style=Mediocre>Medium</style>;<style=Mediocre>?rednia</style>;<style=Mediocre>Medio</style>;
GameStart/MediumDifficulty;Text;;Medium;?redni;Medio;Médio
GameStart/Paraguay;Text;;Paraguay;Paragwaj;Paraguay;
GameStart/Poland;Text;;Poland;Polska;Polonia;
GameStart/Russia;Text;;Russia;Rosja;Rusia;
GameStart/StartCompany;Text;;Set Up A Company;Za?ó? Firm?;Establece una empresa;
GameStart/StartCountry;Text;;Country;Kraj;País;País
GameStart/Syria;Text;;Syria;Syria;Siria;
GameStart/Tax;Text;;Tax Rate:;Wysoko?? Podatków:;Tasa de impuesto:;Taxa de imposto:
GameStart/Turkey;Text;;Turkey;Turcja;Turquia;
GameStart/UK;Text;;UK;Wielka Brytania;Reino Unido;
GameStart/USA;Text;;USA;USA;Estados Unidos;
GameStart/Uruguay;Text;;Uruguay;Urugwaj;Uruguay;
GameStart/YerbaMatePopularity;Text;;Yerba Mate Popularity:;Popularno?? Yerba Mate:;Popularidad de la Yerba Mate:;
GameStart/YerbaMateSmokeFire;Text;;Fire;Ogie?;Fuego;Fogo
GameStart/YerbaMateSmokeHotAir;Text;;Hot Air;Gor?ce Powietrze;Aire caliente;
GameStart/YerbaPrepareSpecialization;Text;;Preparation — Specialization;Przyrz?dzanie — Specjalizacja;Preparación  — Especialización;
GameStart/YerbaSmokeSpecialization;Text;;Drying — Specialization;Suszenie — Specjalizacja;Secado  — Especialización;
Jokes/EpicRateJoke;Text;Don't touch style tag;Something amazing, <style=Important>I JOKED!</style>;Co? niesamowitego, <style=Important>?ARTOWA?EM!</style>;Algo sorprendente, <style=Important>Bromeaba!</style>;
Jokes/NeverWinNumber;Text;;Your company has gone bankrupt, but you have one more chance, the system drew a number from 0 to 99, if you will guess this number, you will be able to return to the game.;Twoja firma zbankrutowa?a, ale masz jeszcze jedn? szans?, system wylosowa? liczb? od 0 do 99, je?li zgadniesz t? liczb?, to b?dziesz móg? powróci? do gry;Tu compania ha quebrado, pero tienes otra oportunidad. El sistema eligio un numero del 0 al 99, si lo adivinas, podras volver al juego.;
Jokes/Quote0;Text;;„It is Better to win than lose” - DonislawDev;„Lepiej wygra? ni? przegra?” - DonislawDev;„Es mejor ganar que perder” - DonislawDev;
Jokes/Quote1;Text;;„Creating the best yerba is the key to winning” - DonislawDev;„Kluczem do wygrania jest tworzenie dobrych yerb” - DonislawDev;„Crear la mejor yerba es la clave para ganar” - DonislawDev;
Jokes/Quote2;Text;;„May Wojciech's feet bless you” - DonislawDev;„Niech stopy Wojciecha Ci? b?ogos?awi?” - DonislawDev;„Que los pies de Wojciech te bendigan” - DonislawDev;
Jokes/Quote3;Text;;„I wish you a nice day and good yerba” - DonislawDev;„?ycz? Ci mi?ego dnia i dobrej yerby” - DonislawDev;„Te deseo un buen dia y buena yerba” - DonislawDev;
Jokes/Quote4;Text;;„Calling yerba tea is like comparing this game to Wrticher 3” - DonislawDev;„Nazywanie yerby herbat?, jest jak porównywanie tej gry do Wiedzmuna 3” - DonislawDev;„Decirle té a la yerba es como comparar este juego con Wrticher 3” - DonislawDev;
Jokes/Quote5;Text;;„Each sold copy of this game is another pack of yerba for the developer” - DonislawDev;„Ka?da sprzedana kopia tej gry to kolejna paczka yerby dla developera” - DonislawDev;„Cada copia vendida de este juego es otro paquete de yerba para el desarrollador” - DonislawDev;
Jokes/Quote6;Text;;„Only 1/1000000 players can see this text because all other players are not a failure like you” - DonislawDev;„Tylko 1/1000000 graczy mo?e zobaczy? ten tekst, poniewa? wszyscy inni gracze nie s? pora?k? jak ty” - DonislawDev;„Solo 1 de cada 1000000 jugadores pueden ver este texto porque los otros jugadores no son fracasos como tú” - DonislawDev;
Settings/BugReportName;Text;;Report Bug;Zg?o? B??d;Reporta un Problema;
Settings/Contact;Text;;Contact;Kontakt;Contacto;
Settings/E-mail;Text;;Got an idea what I can add/change in-game, got any business question? Got a question about the game? Write it here.;;¿Tienes alguna idea de que puedo agregar/cambiar en el juego, tienes alguna pregunta sobre negocios? ¿Tienes alguna pregunta sobre el juego? Escribela aquí.;
*If you wish to report a bug;"please use the """"Report Bug"""" button in-game (settings panel)";"don't use this e-mail.""";Masz pomys?, co mog? doda?/zmieni? w grze? Masz jakie? pytanie biznesowe? Masz pytanie zwi?zane z gr?? Napisz je tutaj.;;;
* Je?li chcesz zg?osi? b??d;u?yj przycisku „Zg?o? b??d”;który znajduje si? w grze (panel ustawie?);"nie zg?aszaj b??dów na ten e-mail.""";;;
Settings/FullScreen;Text;;Full Screen;Pe?ny Ekran;Pantalla Completa;
Settings/GuiAnimation;Text;;GUI Animation;Animacja GUI;Animación de la interfaz;
Settings/GuiAnimationFillLeft;Text;;Fill Left;Wype?nianie Lewo;Rellenar izquierda;
Settings/GuiAnimationFillRadial;Text;;Fill Radial;Wype?nianie Radialnie;Rellenar radial;
Settings/GuiAnimationNone;Text;;None;Brak;Ninguno;
Settings/GuiAnimationRotate;Text;;Rotate;Obracanie;Rotar;
Settings/GuiAnimationScale;Text;;Scale;Skalowanie;Escala;
Settings/GuiClickToClose;Text;;GUI Click = Close;GUI Klik = Zamknij;Click en la Interfaz = Cerrar;
Settings/GuiFade;Text;;GUI Fade;GUI Zanikanie;Desvanecer interfaz;
Settings/GuiScale;Text;;GUI Scale;GUI Skalowanie;Escala de Interfaz;
Settings/HighContrast;Text;;High Contrast;Wysoki Kontrast;Alto Contraste;
Settings/HudScale;Text;;HUD Scale;HUD Skalowanie;Escala de HUD;
Settings/Language;Text;;Game Language;J?zyk Gry;Idioma del juego;
Settings/LanguageEnglish;Text;;English;Angielski;Inglés;Inglês
Settings/LanguagePolish;Text;;Polish;Polski;Polaco;Polonês
Settings/LanguagePortuguese;Text;;Portuguese;Portugalski;Portugués;Português
Settings/LanguageSpanish;Text;;Spanish;Hiszpa?ski;Español;Espanhol
Settings/LowerGraphic;Text;;Lower Graphic;Ni?sza Grafika;Graficos Bajos;
Settings/Mods;Text;;Mods;Mody;Mods;
Settings/Music;Text;;Music;Muzyka;Música;Música
Settings/Music0;Text;X DON'T TRANSLATE IT!!!;Serwerowe Tango;Serwerowe Tango;Serwerowe Tango;Serwerowe Tango
Settings/Music1;Text;X DON'T TRANSLATE IT!!!;Stópki;Stópki;Stópki;Stópki
Settings/Music2;Text;X DON'T TRANSLATE IT!!!;LSD;LSD;LSD;LSD
Settings/Music3;Text;X DON'T TRANSLATE IT!!!;Masakra Bosej Stopy;Masakra Bosej Stopy;Masakra Bosej Stopy;Masakra Bosej Stopy
Settings/Music4;Text;X DON'T TRANSLATE IT!!!;<s>Herbata</s> Mate;<s>Herbata</s> Mate;<s>Herbata</s> Mate;<s>Herbata</s> Mate
Settings/Music5;Text;X DON'T TRANSLATE IT!!!;50 twarzy Yerby;50 twarzy Yerby;50 twarzy Yerby;50 twarzy Yerby
Settings/Music6;Text;X DON'T TRANSLATE IT!!!;Spadaj?ce matero;Spadaj?ce matero;Spadaj?ce matero;Spadaj?ce matero
Settings/Music7;Text;X DON'T TRANSLATE IT!!!;Dubre Ziele;Dubre Ziele;Dubre Ziele;Dubre Ziele
Settings/Music8;Text;X DON'T TRANSLATE IT!!!;Nie mam pomys?u;Nie mam pomys?u;Nie mam pomys?u;Nie mam pomys?u
Settings/MusicTrack;Text;;Music Track;?cie?ka D?wi?kowa;Pista de musica;
Settings/OpenAnalitycs;Text;;Open Analytics;Otwórz Analityk?;Abrir Analiticas;
Settings/PrivacyPolicy;Text;;Privacy Policy;Polityka Prywatno?ci;Politica de Privacidad;
Settings/RandomMusic;Text;;Random;Losowa;Aleatorio;
Settings/Resolution;Text;;Resolution;Rozdzielczo??;Resolución;
Settings/Sfx;Text;;SFX;SFX;SFX;
Settings/TextScale;Text;;Text Scale;Skalowanie Tekstu;Escala de Texto;
Settings/VSync;Text;;VSync;VSync;VSync;
ToolTips/CEOPersonalityHelpShort;Text;;<style=Important>Talented</style> = bigger CEO statistics for start.;;<style=Important>Talentoso</style> = estadisticas de CEO más altas para el inicio.;
<style=Important>Hard-Working</style> = smaller statistics for start;"but faster CEO progress.""";<style=Important>Utalentowany</style> = wi?ksze statystyki szefa na start.;;;;
<style=Important>Ci??ko Pracuj?cy</style> = mniejsze statystyki na start;"ale szybszy rozwój szefa.""";;;;;
ToolTips/CheatModeHelpShort;Text;;Cheat mode provides a huge amount of money. Medals and rankings do not work, <style=Important>if you want to play a normal game, do not check this box.</style>;Tryb oszustwa zapewnia ogromn? ilo?? pieni?dzy, nie dzia?aj? medale i rankingi, <style=Important>je?li chcesz zagra? w normaln? gr?, nie zaznaczaj tego pola.</style>;Cheat mode proporciona una gran cantidad de dinero. Las medallas y clasificaciones no funcionan, <style=Important>si quieres jugar un juego normal, no marques este casillero.</style>;
ToolTips/ClickForMore;Text;Don't touch style tag<style>;<style=Important>Click For More</style>;<style=Important>Kliknij Po Wi?cej</style>;<style=Important>Haz click para más</style>;
